LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
North Ayrshire,S12000021,North Ayrshire,2,1,3,2,2,3,4,2,2,3,136130,24,North_Ayrshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=North_Ayrshire&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",148,137,193,125,137,140,119,70,144,131,129
North Lanarkshire,S12000044,North Lanarkshire,2,1,3,2,2,3,4,2,2,3,338260,24,North_Lanarkshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=North_Lanarkshire&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",148,137,182,125,137,150,91,75,172,131,129
Orkney Islands,S12000023,Orkney Islands,2,3,3,2,4,1,3,5,2,3,21670,28,Orkney_Islands,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Orkney_Islands&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",94,137,88,125,137,84,177,108,6,131,129
Perth and Kinross,S12000024,Perth and Kinross,2,4,3,2,4,2,3,5,2,3,149930,30,Perth_and_Kinross,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Perth_and_Kinross&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",74,137,49,125,137,82,138,90,35,131,129
Renfrewshire,S12000038,Renfrewshire,2,2,3,2,2,3,3,4,2,3,174560,26,Renfrewshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Renfrewshire&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d73&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",130,137,140,125,137,141,94,111,85,131,129
Scottish Borders,S12000026,Scottish Borders,2,4,3,2,3,3,3,5,2,3,114030,30,Scottish_Borders,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Scottish_Borders&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",74,137,80,125,137,89,102,108,23,131,129
Shetland Islands,S12000027,Shetland Islands,2,5,3,2,3,1,3,5,2,3,23200,29,Shetland_Islands,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Shetland_Islands&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",83,137,32,125,137,120,179,108,9,131,129
South Ayrshire,S12000028,South Ayrshire,2,2,3,2,3,4,3,4,2,3,112400,28,South_Ayrshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=South_Ayrshire&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d73&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",94,137,137,125,137,127,53,115,87,131,129
South Lanarkshire,S12000029,South Lanarkshire,2,2,3,2,2,3,4,4,2,3,316230,27,South_Lanarkshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=South_Lanarkshire&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",112,137,149,125,137,133,92,76,74,131,129
Stirling,S12000030,Stirling,2,4,3,2,3,3,3,3,2,3,92830,28,Stirling,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Stirling&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",94,137,51,125,137,105,101,108,96,131,129
West Dunbartonshire,S12000039,West Dunbartonshire,2,1,3,2,2,4,4,1,2,3,89590,24,West_Dunbartonshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Dunbartonshire&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",148,137,204,125,137,153,50,82,194,131,129
West Lothian,S12000040,West Lothian,2,3,3,2,3,3,4,3,2,3,178550,28,West_Lothian,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Lothian&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",94,137,129,125,137,123,105,69,114,131,129
Antrim and Newtownabbey,N09000001,Antrim and Newtownabbey,2,3,3,2,3,2,2,5,2,3,140467,27,Antrim_and_Newtownabbey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Antrim_and_Newtownabbey&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,171,132,5,131,129
Ards and North Down,N09000011,Ards and North Down,2,3,3,2,3,2,2,4,2,3,158797,26,Ards_and_North_Down,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Ards_and_North_Down&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",130,137,99,125,137,100,143,132,55,131,129
"Armagh City, Banbridge and Craigavon",N09000002,"Armagh City, Banbridge and Craigavon",2,3,3,2,3,2,2,5,2,3,207797,27,Armagh_City_Banbridge_and_Craigavon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Armagh_City_Banbridge_and_Craigavon&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,167,132,19,131,129
Belfast,N09000003,Belfast,2,3,3,2,3,2,2,1,2,3,338907,23,Belfast,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Belfast&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",160,137,99,125,137,100,147,132,206,131,129
Causeway Coast and Glens,N09000004,Causeway Coast and Glens,2,3,3,2,3,2,2,5,2,3,143148,27,Causeway_Coast_and_Glens,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Causeway_Coast_and_Glens&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,162,132,4,131,129
Derry City and Strabane,N09000005,Derry City and Strabane,2,3,3,2,3,2,2,5,2,3,149473,27,Derry_City_and_Strabane,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Derry_City_and_Strabane&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,163,132,10,131,129
Fermanagh and Omagh,N09000006,Fermanagh and Omagh,2,3,3,2,3,1,2,5,2,3,115311,26,Fermanagh_and_Omagh,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Fermanagh_and_Omagh&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",130,137,99,125,137,100,181,132,16,131,129
Lisburn and Castlereagh,N09000007,Lisburn and Castlereagh,2,3,3,2,3,2,2,4,2,3,140205,26,Lisburn_and_Castlereagh,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lisburn_and_Castlereagh&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",130,137,99,125,137,100,149,132,86,131,129
Mid and East Antrim,N09000008,Mid and East Antrim,2,3,3,2,3,2,2,5,2,3,137145,27,Mid_and_East_Antrim,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Mid_and_East_Antrim&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,169,132,1,131,129
Mid Ulster,N09000009,Mid Ulster,2,3,3,2,3,1,2,5,2,3,144002,26,Mid_Ulster,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Mid_Ulster&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",130,137,99,125,137,100,183,132,3,131,129
"Newry, Mourne and Down",N09000010,"Newry, Mourne and Down",2,3,3,2,3,2,2,5,2,3,176369,27,Newry_Mourne_and_Down,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Newry_Mourne_and_Down&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",112,137,99,125,137,100,159,132,20,131,129
